id,name,domain,priority,module,status,module_evidence,intelligence_layer,v4_action,id_policy,greenfield_status,canonical_v5_3_action,implementation_gate
ALG-HF-002,Calibrated crowd index,Human Flow,P1,human-flow/algorithms.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-003,Persistent trend,Human Flow,P1,human-flow/algorithms.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-004,Evidence-limited scalar flow,Human Flow,P1,human-flow/algorithms.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/human-flow/algorithms.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-005,Explainable crowd forecast v0,Human Flow,P1,human-flow/algorithms.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-006,Robust anomaly,Human Flow,P1,human-flow/algorithms.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-007,Validated capacity pressure,Human Flow,P1,human-flow/algorithms.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-008,Risk hard gate,Human Flow,P1,human-flow/algorithms.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-009,Shortest path with status/capacity penalties,Human Flow,P1,human-flow/spatial-graph.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/human-flow/spatial-graph.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-010,Forecast verification metrics,Human Flow,P1,human-flow/forecast-lifecycle.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/human-flow/forecast-lifecycle.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-011,Champion/challenger,ModelOps,P1,human-flow/forecast-lifecycle.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/human-flow/forecast-lifecycle.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-012,Spatiotemporal snapshot selection,Human Flow,P1,human-flow/spatiotemporal-fusion.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/human-flow/spatiotemporal-fusion.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-013,Spatial cell provider mapping,Human Flow,P1,human-flow/spatial-cell-registry.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/human-flow/spatial-cell-registry.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-014,Digital twin capacity provenance gate,Human Flow,P2,human-flow/digital-twin.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/human-flow/digital-twin.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HF-015,Scenario isolation,Human Flow,P2,human-flow/scenario.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/human-flow/scenario.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
